scorer,,,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation,annotation
new mouse annotation,labeled-data,A_male_in_a_new_cage_top_view_1_2022-08-10_15-39-00_632.png,171.2268812877564,175.97900202536422,369.1851961294032,335.59756419017015,352.75387355361437,201.0172078551379,319.1087844698562,216.66608649874635,346.49432209617095,233.0974090745352,282.3339196573763,265.9600542261129,332.41033131692336,294.91047971678825,283.8988075217372,312.906690156938,175.92154488083895,310.5593583603968,,,,,,,,,,,,,,,,,,
new mouse annotation,labeled-data,A_male_in_a_new_cage_top_view_1_2022-08-10_15-39-00_672.png,204.87197037151455,144.68124473814729,384.83407477301165,297.25781151332944,219.7384050829426,163.45989911047744,227.5628444047468,174.4141141610033,241.64683518399443,151.72324012777105,278.4216999964742,208.05920324476145,294.0705786400827,171.2843384322816,315.19656480895407,208.0592032447614,362.14320073977945,291.78070398806653,,,,,,,,,,,,,,,,,,
new mouse annotation,labeled-data,A_male_in_a_new_cage_top_view_1_2022-08-10_15-39-00_720.png,168.87954949121513,100.08194060386327,341.01721457090804,224.49052582055023,,,185.310872067004,125.12014643363673,204.08952643933415,111.81859958656955,222.86818081166427,167.37211877137955,248.6888305736182,135.2919175519822,258.07815775978327,172.84922629664246,329.2805555882017,187.71566100807038,,,,,,,,,,,,,,,,,,
new mouse annotation,labeled-data,A_male_in_a_new_cage_top_view_1_2022-08-10_15-39-00_734.png,96.11226379843586,14.795551996197304,265.9025970815875,190.06299280461175,110.97869850986389,71.13151511318767,123.49780142475065,57.04752433394009,123.49780142475065,24.96732311454275,153.2306708476067,111.0361556543892,180.61620847392146,86.78039375679606,183.74598420264317,124.33770250145633,255.730825963242,171.2843384322816,,,,,,,,,,,,,,,,,,
new mouse annotation,labeled-data,A_male_meet_with_a_female_face_view_3_2022-08-10_15-43-17_1153.png,186.09331599918443,199.45231999077689,372.3149718581249,265.96005422611256,207.21930216805583,264.3951663617519,217.3910732864013,229.9676333458133,219.7384050829426,217.44853043092658,297.9827983009848,240.92184839633913,,,315.9790087411345,232.3149651423545,360.5783128754186,242.48673626069993,,,,,,,,,,,,,,,,,,
new mouse annotation,labeled-data,A_male_meet_with_a_female_face_view_3_2022-08-10_15-43-17_1186.png,184.52842813482357,200.23476392295728,379.3569672477487,337.16245205453106,214.26129755767963,262.0478345652107,293.28813470790226,234.66229693889576,250.25371843797905,219.79586222746778,342.58210243526884,252.65850737904546,,,,,,,,,,,,,,,,,,,,,,,,
new mouse annotation,labeled-data,A_male_meet_with_a_female_face_view_3_2022-08-10_15-43-17_185.png,170.44443735557599,212.75386683784407,312.8492330124128,331.68534452926815,245.55905484489654,298.04025544551007,245.55905484489654,246.39895592160215,202.5246385749733,241.70429232851964,254.16593809888116,236.22718480325668,205.65441430369498,226.0554136849112,,,,,259.6430456241441,202.58209571949848,441.17003789000205,312.9066901569379,306.58968155496945,237.79207266761748,312.0667890802324,215.8836425665656,,,336.3225509778255,254.22339524340632,395.7882898235376,250.31117558250415,373.0974157903053,258.13561490430834,294.0705786400827,291.78070398806665
new mouse annotation,labeled-data,A_male_meet_with_a_female_face_view_3_2022-08-10_15-43-17_262.png,179.05132060956063,179.89122168626633,313.63167694459327,269.8722738870148,,,,,,,,,,,,,297.9827983009848,248.74628771814335,217.3910732864013,154.07057192431236,448.99447721180627,275.3493814122776,229.12773226910764,167.37211877137955,250.25371843797905,165.02478697483824,269.8148167424896,165.02478697483824,305.80723762278905,230.75007727799365,,,327.71566772384085,232.3149651423545,427.08604711075446,254.2233952434062
new mouse annotation,labeled-data,A_male_meet_with_a_female_face_view_3_2022-08-10_15-43-17_30.png,168.09710555903473,168.9370066357404,256.5132698954224,276.9142692766386,215.04374148986005,238.574516599798,236.16972765873146,206.49431538040065,199.3948628462516,202.58209571949854,,,,,,,,,176.70398881301935,161.89501124611664,301.89501796188694,283.1738207340819,,,,,,,,,,,,,232.25750799782935,274.5669374800974
new mouse annotation,labeled-data,A_male_meet_with_a_female_face_view_3_2022-08-10_15-43-17_375.png,191.5704235244474,188.49810494025095,410.65472453496557,310.5593583603967,259.6430456241441,263.6127224295715,281.5514757251959,224.4905258205503,222.08573687948385,222.1431940240091,,,,,,,365.2729764685011,234.6622969388957,337.1049949100059,186.15077314370959,452.9066968727084,301.95247510641195,366.83786433286195,226.0554136849111,369.1851961294032,201.79965178731797,,,384.05163084083125,219.01341829528727,419.26160778895024,216.66608649874595,413.7845002636873,237.79207266761736,378.5745233155683,291.78070398806653
new mouse annotation,labeled-data,A_male_meet_with_a_female_face_view_3_2022-08-10_15-43-17_410.png,143.0588997292612,167.3721187713796,348.0592099605318,315.2540219534792,161.0551101694109,193.19276853333352,212.69640969331877,200.23476392295728,210.34907789677752,180.67366561844673,287.0285832504589,271.4371617513756,,,316.7614526733149,271.4371617513756,,,270.59726067467,85.21550589243515,359.01342501105773,233.09740907453485,280.76903179301553,103.21171633258484,295.6354665044435,89.91016948551766,305.0247936906086,85.99794982461555,312.8492330124128,139.98658114506466,335.5401070456451,142.33391294160592,325.3683359272996,155.6354597886731,318.3263405376758,222.14319402400898
new mouse annotation,labeled-data,A_male_meet_with_a_female_face_view_3_2022-08-10_15-43-17_488.png,119.58558176384854,17.925327724918958,348.84165389271226,332.46778846144844,146.97111939016332,21.83754738582101,200.95975071061244,69.5666272488267,,,173.57421308429767,201.7996517873181,,,207.21930216805583,230.75007727799368,331.62788738474296,293.34559185242733,293.28813470790226,114.16593138311066,396.570733755718,240.92184839633893,,,,,,,329.2805555882017,190.06299280461155,359.01342501105773,184.5858852793486,362.92564467195984,205.71187144822,324.58589199511914,242.48673626069998
new mouse annotation,labeled-data,A_male_meet_with_a_female_face_view_3_2022-08-10_15-43-17_791.png,100.02448345933797,3.8413369456713724,267.46748494594834,310.5593583603968,,,,,,,146.1886754579829,147.0285765346886,179.83376454174106,150.15835226341025,172.79176915211724,179.89122168626633,239.29950338745311,298.82269937769047,168.87954949121513,63.307075791383426,416.914275992409,318.3837976822009,184.52842813482357,78.17351050281141,239.29950338745311,89.91016948551771,,,287.8110271826393,215.1011986343852,,,305.80723762278905,233.0974090745349,366.83786433286195,248.7462877181433
new mouse annotation,labeled-data,A_male_meet_with_a_female_face_view_3_2022-08-10_15-43-17_853.png,218.95596115076216,186.9332170758901,345.71187816399055,243.26918019288038,229.12773226910764,194.75765639769432,,,,,306.58968155496945,215.1011986343852,,,332.41033131692336,223.70808188836983,341.01721457090804,208.0592032447614,190.78797959226696,164.2423430426579,348.84165389271226,258.13561490430845,,,,,,,,,,,,,,
new mouse annotation,labeled-data,A_male_meet_with_a_female_face_view_3_2022-08-10_15-43-17_898.png,278.4216999964742,187.71566100807044,429.4333789072957,312.1242462247575,316.7614526733149,290.99826005588613,361.360756807599,247.9638437859629,315.9790087411345,238.57451659979787,405.17761700970266,238.57451659979782,,,,,,,251.8186063023399,166.5896748391991,351.9714296214339,240.13940446415867,,,,,,,283.8988075217372,213.53631077002441,325.3683359272996,210.40653504130265,,,,
new mouse annotation,labeled-data,A_male_meet_with_a_female_side_view_4_2022-08-10_15-43-20_113.png,114.10847423858557,165.02478697483835,351.1889856892535,284.7387085984427,125.8451332212919,197.8874321264161,,,,,,,,,229.12773226910764,240.92184839633924,323.80344806293874,266.7424981582931,,,,,,,,,,,,,,,,,,
new mouse annotation,labeled-data,A_male_meet_with_a_female_side_view_4_2022-08-10_15-43-20_1139.png,225.99795654038596,236.22718480325668,567.9259549032305,326.9906809361854,542.8877490734569,304.29980690295315,518.6319871758639,249.52873165032358,513.154879650601,261.26539063302994,,,402.83028521316135,284.7387085984427,380.13941117992914,277.6967132088189,236.95217159091186,277.696713208819,344.1469902996297,214.31875470220476,499.8533328035337,269.87227388701456,356.6660932145165,254.22339524340626,383.2691869086508,233.87985300671525,384.83407477301165,219.79586222746767,,,,,,,,
new mouse annotation,labeled-data,A_male_meet_with_a_female_side_view_4_2022-08-10_15-43-20_1274.png,412.2196123993264,221.36075009182846,578.0977260215759,319.1662416143811,441.17003789000205,301.95247510641195,495.9411131426316,258.91805883648874,466.20824371977557,250.3111755825041,549.9297444630807,265.96005422611245,,,,,,,351.1889856892535,208.0592032447614,534.2808658194723,292.5631479202468,,,,,,,,,423.95627138203275,291.78070398806653,,,,
new mouse annotation,labeled-data,A_male_meet_with_a_female_side_view_4_2022-08-10_15-43-20_1291.png,197.82997498189076,206.49431538040065,413.0020563315069,289.4333721915252,210.34907789677752,253.44095131122597,252.6010502345203,238.57451659979793,245.5590548448965,222.14319402400932,337.10499491000587,247.9638437859633,,,351.9714296214339,237.79207266761782,387.1814065695529,240.13940446415907,53.86029146069308,50.00552894431638,233.03995193000975,294.9104797167886,60.90228685031687,58.61241219830103,96.89470773061629,64.089519723564,88.28782447663164,49.22308501213598,111.7611424420443,152.50568405995173,,,139.9291240005395,167.37211877137972,217.3910732864013,286.30359646280397
new mouse annotation,labeled-data,A_male_meet_with_a_female_side_view_4_2022-08-10_15-43-20_232.png,57.77251112159519,50.00552894431638,205.65441430369498,276.13182534445843,60.90228685031687,66.43685152010525,87.50538054445123,56.265080401759775,102.37181525587924,59.394856130481486,107.06647884896178,157.20034765303424,132.8871286109157,145.4636886703279,139.1466800683591,161.8950112461168,187.65820386354525,258.1356149043087,175.92154488083892,185.36832921152947,292.5056907757218,294.9104797167886,186.87575993136485,208.84164717694213,219.73840508294256,189.28054887243158,,,,,,,,,,
new mouse annotation,labeled-data,A_male_meet_with_a_female_side_view_4_2022-08-10_15-43-20_502.png,45.25340820670843,53.91774860521849,181.3986524061019,263.6127224295717,,,,,,,104.71914705242051,139.98658114506495,137.58179220399825,132.94458575544115,130.53979681437445,147.02857653468874,153.2306708476067,252.65850737904572,185.310872067004,190.84543673679235,294.85302257226306,292.5631479202473,218.17351721858174,265.9600542261129,205.65441430369498,214.318754702205,203.30708250715372,219.01341829528758,272.1621485390309,234.66229693889602,,,,,,
new mouse annotation,labeled-data,A_male_meet_with_a_female_side_view_4_2022-08-10_15-43-20_563.png,509.24265998969884,6.1886687422127125,607.830595444432,326.9906809361858,621.1321422914992,67.21929545228565,607.0481515122516,21.055103453640726,576.5328381572151,18.70777165709947,596.8763803939061,106.34149206130678,544.4526369378178,104.77660419694593,564.0137352423284,154.85301585649296,547.5824126665395,308.9944704960361,287.02858325045884,93.0399452142396,564.0137352423284,312.9066901569382,,,,,512.3724357184205,129.81481002671944,,,474.03268304157973,252.65850737904572,446.64714541526496,256.5707270399478,323.02100413075834,276.9142692766388
new mouse annotation,labeled-data,A_male_meet_with_a_female_side_view_4_2022-08-10_15-43-20_615.png,536.6281976160136,25.749767046723264,609.3954833087929,321.51357341092285,635.2161330707468,63.30707579138354,,,605.4832636478908,40.61620175815128,,,,,586.7046092755606,179.89122168626642,549.9297444630807,306.64713869949486,313.6316769445932,100.08194060386373,574.1855063606738,305.864694767315,572.620618496313,121.20792677273539,535.0633097516527,130.5972539589004,564.7961791745088,132.94458575544172,506.11288426097707,239.35696053197904,542.1053051412764,265.9600542261134,498.28844493917285,262.0478345652113,352.75387355361437,285.5211525306238
new mouse annotation,labeled-data,A_male_meet_with_a_female_side_view_4_2022-08-10_15-43-20_617.png,64.81450651121898,182.2385534828078,342.58210243526884,339.5097838510729,101.58937132369881,192.41032460115332,138.36423613617868,196.32254426205543,135.23446040745696,198.66987605859669,98.45959559497713,255.78828310776748,154.01311477978712,241.70429232851995,142.27645579708079,282.39137680190186,323.80344806293874,334.8151202579904,133.66957254309614,229.96763334581357,269.03237281030914,325.42579307182524,,,,,,,,,,,,,,
new mouse annotation,labeled-data,A_male_meet_with_a_female_side_view_4_2022-08-10_15-43-20_887.png,108.63136671332262,177.54388988972528,335.5401070456451,281.6089328697217,127.41002108565274,201.01720785513794,,,,,,,,,216.60862935422088,242.4867362607004,323.0210041307583,262.0478345652111,103.93670312024008,185.3683292115295,321.45611626639743,314.47157802129936,,,,,,,144.62378759362204,249.52873165032418,193.13531138880822,252.6585073790459,176.70398881301935,283.1738207340823,302.67746189406733,294.12803578460836
new mouse annotation,labeled-data,A_male_meet_with_a_female_side_view_4_2022-08-10_15-43-20_957.png,229.12773226910764,204.92942751604016,446.647145415265,341.85711564761425,385.61651870519205,299.60514330987144,353.53631748579477,252.65850737904606,333.19277524910376,261.2653906330307,,,263.55526528504623,255.00583917558725,245.55905484489648,234.66229693889625,,,122.7153574925702,192.41032460115323,359.79586894323813,319.94868554656205,236.16972765873143,237.7920726676177,193.91775532098865,210.40653504130293,211.91396576113834,215.10119863438544,139.14668006835907,239.35696053197856,188.44064779572568,258.1356149043087,181.3986524061019,281.60893286972134,344.1469902996297,287.08604039498425
new mouse annotation,labeled-data,A_male_meet_with_a_female_top_view_1_2022-08-10_15-45-58_103.png,183.74598420264314,141.55146900942574,376.22719151902703,330.12045666490746,180.61620847392146,319.94868554656205,204.87197037151455,290.99826005588636,172.0093252199368,278.47915714099963,235.387283726551,255.005839175587,203.3070825071537,234.662296938896,244.77661091271608,235.4447408710764,326.9332237916604,168.93700663574052,,,,,,,,,,,,,,,,,,
new mouse annotation,labeled-data,A_male_meet_with_a_female_top_view_1_2022-08-10_15-45-58_1075.png,270.59726067467,104.7766041969459,442.7349257543629,215.10119863438538,323.80344806293874,209.62409110912247,325.36833592729954,175.19655809318388,295.6354665044435,177.54388988972514,338.6698827743667,147.8110204668691,306.58968155496945,123.55525856927599,347.2767660283514,125.90259036581725,422.3913835176719,166.5896748391992,338.6698827743667,193.97521246551403,592.9641607330041,306.6471386994948,578.8801699537564,252.65850737904563,,,,,474.0326830415798,240.1394044641589,470.9029073128581,287.86848432716465,441.95248182218245,254.2233952434065,345.71187816399055,221.3607500918288
new mouse annotation,labeled-data,A_male_meet_with_a_female_top_view_1_2022-08-10_15-45-58_261.png,411.437168467146,108.68882385784795,560.1015155814262,239.35696053197844,510.8075478540596,229.96763334581343,532.7159779551114,198.6698760585965,502.20066460007496,197.8874321264161,509.2426599896988,133.72702968762147,474.8151269737602,152.50568405995162,466.20824371977557,131.3796978910802,,,254.16593809888116,150.94079619559082,495.15866921045114,262.8302784973912,477.9449027024819,167.3721187713796,448.99447721180627,154.07057192431247,455.25402866924964,179.8912216862664,392.65851409481587,164.24234304265795,405.1776170097026,211.18897897348327,368.4027521972228,202.58209571949865,270.59726067467,247.18139985378272
